company,link_response,location,date,link_url,job_title
L-3 Communications,<200 https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=083366&src=JB-10095>,"plano, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=65011818acc87365&fccid=d0b3f9cc8e1c8e97,software python developer intern
Pizza Hut,<200 https://jobs.pizzahut.com/job/-/-/1671/2560415?apstr=%26codes%3DIND>,"plano, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=5e5e60768b33c922&fccid=88df21fa0b5d07c4,senior solutions architect
Eagle Eye Networks,"<200 http://www.indeed.com/cmp/Eagle-Eye-Networks,-Inc/jobs/Director-Engineering-53070c0537fb27ea>","austin, tx",30+ days ago,"http://www.indeed.com/cmp/Eagle-Eye-Networks,-Inc/jobs/Director-Engineering-53070c0537fb27ea?r=1&fccid=bd91a755d93e3b77",director of engineering
CA Technologies,<200 https://career4.successfactors.com/career?company=CATechnologie&career_ns=job_listing&navBarLevel=JOB_SEARCH&career_job_req_id=137483&jobPipeline=Indeed>,"plano, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=325021bc1bc08310&fccid=d58b971fb8c7b253,"consultant, presales - test data management"
Sirius XM Radio,<200 https://careers-siriusxm.icims.com/jobs/11954/director%2c-oem-software-delivery/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com>,"irving, tx",23 days ago,http://www.indeed.com/rc/clk?jk=85f2a8fca985fe63&fccid=25039f950f78d541,"director, oem software delivery"
Lockheed Martin,<200 http://search.lockheedmartinjobs.com/ShowJob/Id/65855/Software%20Engineer%20Senior>,"fort worth, tx 76116",1 day ago,http://www.indeed.com/rc/clk?jk=756986de92c8576e&fccid=aeb15e43a6800b9d,software engineer senior
Ambonare,<200 https://recruit.zohopublic.com/recruit/PortalDetail.na?iframe=true&digest=nlQYvA3thJYEY0fQSQiG0hlB5PuGoyr5Ncfzgp0Hin4-&jobid=239936000001288086&widgetid=239936000000046001>,"austin, tx",16 days ago,http://www.indeed.com/rc/clk?jk=00535ac6419a48fa&fccid=1b436d6e1d3d2674,payment systems engineer (c#/.net)
Deverus,<200 https://deverus.bamboohr.com/jobs/view.php?id=26&source=indeed&src=indeed&postedDate=2016-09-17>,"austin, tx 78703",13 days ago,http://www.indeed.com/rc/clk?jk=8af482ca0bf5465b&fccid=d2f80cad3bd4d337,integrations developer
Electronic Arts,<200 https://career4.successfactors.com/career?career_ns=job_listing&company=EA&navBarLevel=JOB_SEARCH&rcm_site_locale=en_US&career_job_req_id=100344&jobPipeline=Indeed>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=dfe490640d4c8516&fccid=617d7f961cfcf54a,software engineer (contract)
Sinopec Tech Houston,<200 https://theapplicantmanager.com/jobs?pos=s7110&src=indeed>,"houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=ae9689ab0e72bc92&fccid=0ea70a835edc400e,geophysical software designer - t.t.i.
FactSet,<200 https://factset.tms.hrdepartment.com/cgi-bin/a/highlightjob.cgi?jobid=2241&referrer=83&site_id=148&view_language=en-US>,"austin, tx 78701 ",22 days ago,http://www.indeed.com/rc/clk?jk=540c7e3b88216e23&fccid=d887c830351bb4f7,engineering - us campus - austin
DISYS,<200 http://careers.disys.com/job-details.php?Location=TX-Austin&JobTitle=HardwareDeveloper&did=J3G5Z161F2RGR4NRPRX>,"austin, tx",8 days ago,http://www.indeed.com/rc/clk?jk=61139166752e1456&fccid=2ac1f406582acd9b,hardware developer
"6D Global Technologies, Inc.",<200 http://www.indeed.com/cmp/six-dimensions/jobs/Big-Data-Senior-Director-Engineering-b94a3de1474cc971>,"austin, tx",30+ days ago,http://www.indeed.com/company/six-dimensions/jobs/Big-Data-Senior-Director-Engineering-b94a3de1474cc971?r=1&fccid=d7bf516a03640ccd,big data senior director of engineering
Bank of America,<200 http://careers.bankofamerica.com/job-detail/16041941/united-states/us/functional-qa-specialist-base24---atm?apstr=%26src%3DJB-11684>,"plano, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=b705615283f4274f&fccid=5bd99dfa21c8a490,functional qa specialist (base24 / atm)
Epsilon,<200 https://www.applytracking.com/track.aspx/RWe0u>,"irving, tx 75015",13 days ago,http://www.indeed.com/rc/clk?jk=0cde9eac07d2fbd2&fccid=d20278fc46c90d65,big data architect
IBM,<200 https://krb-sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=26059&siteid=5016&jobid=68447&AReq=59557BR&Codes=JB_IndeedOrganic&Codes=1-INDEED>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=165d43b1d9a0434f&fccid=de71a49b535e21cb,"software engineer intern-ny, mn,az, nc"
Nerd Kingdom,<200 https://nerd-kingdom.workable.com/jobs/118733>,"dallas, tx",19 days ago,http://www.indeed.com/rc/clk?jk=c915f1fed4b9c63b&fccid=41e6e6ff98c47e12,senior engine programmer: terrain generation
"Assured Information Security, Inc",<200 http://jobs.jobvite.com/careers/assured-information-security/job/o9XM3fwF?__jvst=Job%20Board&__jvsd=Indeed>,"san antonio, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=e5ffa2a3ae0ab163&fccid=c9f18c758fd5d6c2,software reverse engineer
Bioworld Merchandising,<200 http://jobs.ourcareerpages.com/job/191522~Primary?source=Indeed>,"irving, tx 75038",16 days ago,http://www.indeed.com/rc/clk?jk=2fe355c2f7b02894&fccid=36fb14f9efb4afba,embedded software engineer
Illinois Technology Association,<200 http://www.jobs.net/jobs/ita/en-us/job/United-States/Sprout-Social-Senior-Software-Engineer-Platform/J5L71M6679B0LRRFTNQ/>,"houston, tx",14 days ago,http://www.indeed.com/rc/clk?jk=1d2be4056b214cc8&fccid=3de83442785d5fca,sprout social - senior software engineer - platform
Xenex,<200 https://careers.jobscore.com/careers/xenex/jobs/electrical-engineer-i-ar7yoUEter5O83eMg-44q7?jpid=d6P5OiEter5O0yeMg-44q7&name=Indeed&sid=69>,"san antonio, tx",17 days ago,http://www.indeed.com/rc/clk?jk=2b15c7af6f01be52&fccid=bdb08ffc528e1746,electrical engineer i
Tango,<200 https://boards.greenhouse.io/embed/job_app?for=tango&token=73645>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=72cd54c47cb2edc8&fccid=5d27d50d845705dc,senior software engineer - games
Charles Schwab,<200 http://schwabjobs.com/ShowJob/Id/866794/Scrum%20Master%20%20%20BPM%20Technology>,"austin, tx 73344",3 days ago,http://www.indeed.com/rc/clk?jk=ad42b238b4a09ef4&fccid=3c74eafe288fc8ca,scrum master - bpm technology
ARM,<200 http://careers.peopleclick.com/careerscp/client_arm/external/jobDetails.do?functionName=getJobDetail&jobPostId=26543&localeCode=en-us&source=Indeed.com&sourceType=PREMIUM_POST_SITE>,"austin, tx",21 days ago,http://www.indeed.com/rc/clk?jk=653cfb1c86909f3f&fccid=0110be8f148b4964,"intern, research (austin)"
Charles Schwab,<200 http://schwabjobs.com/ShowJob/Id/573591/Lead%20Software%20Engineer>,"austin, tx 73344",24 days ago,http://www.indeed.com/rc/clk?jk=1c2e83e5375c646f&fccid=3c74eafe288fc8ca,lead software engineer
University of Texas at Austin,<200 https://utdirect.utexas.edu/apps/hr/jobs/nlogon/160620014204>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=615470d8a8e184ca&fccid=f7282ad3490137c7,engineering scientist - geospatial application software developer
"LegalZoom.com, Inc.",<200 https://legalzoom-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.dspjob&jobid=1189&company_id=16494&version=1&jobBoardId=1112>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=0dabb9776fe87262&fccid=20a8720e48448c1b,salesforce developer
Accenture,<200 https://www.accenture.com/us-en/careers/jobdetails?id=00408599_en&src=JB-11540>,"san antonio, tx",22 days ago,http://www.indeed.com/rc/clk?jk=2d3648bc6a96d889&fccid=a4e4e2eaf26690c9,federal - integration lead
"MacAulay-Brown, Inc.",<200 https://careers.macb.com/Careers.aspx?adata=EOH%2bw%2bdkCQDMhS16op8HNkNBqXCA7Cr1nRe6O%2bLO%2bjICRi%2fsRGOWkfyawN4OE4mmPTmWWmz%2futjkUCX%2bbucka4Pi93fApwINo8ulq9gjZUt1jiaoCdjMXf5Umm%2bdBheAcCjTXjfELC7YV2Ry3ZMUl7aPFVN%2bjpj0gvIFHLpHRQNfRCQtTSTTS8URyFCX%2fvgs9A%3d%3d&rf=INDEED>,"san antonio, tx 78228 ",3 hours ago,http://www.indeed.com/rc/clk?jk=74f75cc6043ec337&fccid=b253b564901b80b5,software developer/engineer
Precision For Value,<200 http://chp.tbe.taleo.net/chp01/ats/careers/requisition.jsp?org=PRECISIONFORMEDICINE&cws=39&rid=581&source=Indeed.com>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=1572aaa3b5b9a552&fccid=7bb6931b3a51e34f,"research scientist, advanced modeling"
Sunoco Logistics,<200 https://energytransfer-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.dspjob&jobid=6140&company_id=16323&version=4&jobBoardId=1112>,"sugar land, tx",10 days ago,http://www.indeed.com/rc/clk?jk=9721d83843fa0f25&fccid=ca11770c0c9b31ed,sxl- senior scada specialist
BNSF,<200 http://jobs.bnsf.com/job/Fort-Worth-Sr-OR-&-Advanced-Analytics-Specialist-I-Mgr-Operations-Research-TX-76131/356865300/?feedId=74900&utm_source=Indeed&utm_campaign=BNSF_Indeed&jobPipeline=IndeedPPC>,"fort worth, tx 76131 ",30+ days ago,http://www.indeed.com/rc/clk?jk=a064a1a79b5549bb&fccid=0e5502aac81988bd,sr or & advanced analytics specialist i / mgr operations research
Gephyro Consulting,<200 http://www.indeed.com/cmp/Gephyro/jobs/Lead-Product-Engineer-c73ff7ad8354e316>,"lewisville, tx",30 days ago,http://www.indeed.com/cmp/Gephyro/jobs/Lead-Product-Engineer-c73ff7ad8354e316?r=1&fccid=ae2ae35b63e9f064,lead product engineer
Toyota,<200 https://tmm.taleo.net/careersection/10020/jobdetail.ftl?job=TMN0002M&src=JB-11040&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"dallas, tx",15 days ago,http://www.indeed.com/rc/clk?jk=73ea05332386330c&fccid=90f0cbc4a30f8dba,parts logistics senior analyst
ARM Ltd.,<200 http://careers.peopleclick.com/careerscp/client_arm/external/en-us/rssfeed.do?functionName=viewFromLink&jobPostId=25753&localeCode=en-us&rssFeedId=1491866>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=d3f04747f2df9e23&fccid=4a9c289ea09906ad,application engineer - developer enablement - staff/principal
Skylark Wireless LLC,<200 http://www.indeed.com/cmp/Skylark-Wireless-LLC/jobs/Wireless-Dsp-Engineer-af55f5dc4cc6888b>,"houston, tx",30+ days ago,http://www.indeed.com/cmp/Skylark-Wireless-LLC/jobs/Wireless-Dsp-Engineer-af55f5dc4cc6888b?r=1&fccid=6eff07719b0c7194,wireless dsp engineer
"Open Systems International, Inc. (OSI)",<200 https://osii.workable.com/jobs/320137>,"houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=41171c8196dacfcc&fccid=b6743636ecb0cd81,senior software engineer
Cyberonics,<200 http://chp.tbe.taleo.net/chp04/ats/careers/requisition.jsp?org=CYBERONICS&cws=1&rid=1724&source=Indeed>,"houston, tx 77058 ",30+ days ago,http://www.indeed.com/rc/clk?jk=4fdbda6cd4b20757&fccid=176472ea94be7967,software verification engineer
Zyston,<200 http://www.indeed.com/cmp/Zyston/jobs/Senior-Security-Consultant-f1861069fcf90ac2>,"dallas, tx",30+ days ago,http://www.indeed.com/cmp/Zyston/jobs/Senior-Security-Consultant-f1861069fcf90ac2?r=1&fccid=5b0486a6ba2c79f1,senior security consultant
Neiman Marcus,<200 https://neimanmarcus.taleo.net/careersection/nmg_external/jobdetail.ftl?job=1606197>,"dallas, tx",14 days ago,http://www.indeed.com/rc/clk?jk=9beeb6ba9037d40f&fccid=7a11eee3ff8b533d,technical pos lead
NXP Semiconductors,<200 https://freescale.taleo.net/careersection/fsl_cs_glob/jobdetail.ftl?job=11794741&source=Indeed.com&sourceType=PREMIUM_POST_SITE>,"austin, tx",8 days ago,http://www.indeed.com/rc/clk?jk=f045517e0d6287d4&fccid=d113f5fdf3e1cb7b,"data analyst and test engineer, intern"
Johnson Controls,<200 https://johnsoncontrols.taleo.net/careersection/1000/jci_corporate_external_career_section_englisch_usa/jobdetail.ftl?lang=en&job=WD30030459123&src=JB-15980>,"plano, tx",27 days ago,http://www.indeed.com/rc/clk?jk=58531cfb91c7eaef&fccid=dacddaa4d49537d8,hvac research & development manager
ARM,<200 http://careers.peopleclick.com/careerscp/client_arm/external/jobDetails.do?functionName=getJobDetail&jobPostId=26811&localeCode=en-us&source=Indeed.com&sourceType=PREMIUM_POST_SITE>,"austin, tx",7 days ago,http://www.indeed.com/rc/clk?jk=6d142571ced91d35&fccid=0110be8f148b4964,"intern, server performance co"
Fermat ,<200 http://www.indeed.com/cmp/Fermat-Software/jobs/Senior-Software-Tool-Engineer-8e727bbf231ad3c5>,"austin, tx",9 days ago,http://www.indeed.com/cmp/Fermat-Software/jobs/Senior-Software-Tool-Engineer-8e727bbf231ad3c5?r=1&fccid=554a2443bb428a42,senior software tools engineer (visual studio)
AutoPoint,<200 https://autopointcareers-solera.icims.com/jobs/2698/mobile-software-developer-%28ios%29/job?in_iframe=1&mode=job&iis=Job+Board+Online&iisn=Indeed>,"addison, tx",17 days ago,http://www.indeed.com/rc/clk?jk=091b5d31ae0b1481&fccid=3f400109b342e669,mobile software developer (ios)
NXP Semiconductors,<200 https://freescale.taleo.net/careersection/fsl_cs_glob/jobdetail.ftl?job=11794770&source=Indeed.com&sourceType=PREMIUM_POST_SITE>,"austin, tx",7 days ago,http://www.indeed.com/rc/clk?jk=3f4020a7402998e1&fccid=d113f5fdf3e1cb7b,fsl product/test engr ii
Crestron Electronics,<200 https://careers-crestron.icims.com/jobs/4575/software-engineer/job?in_iframe=1&sid=17>,"plano, tx",22 hours ago,http://www.indeed.com/rc/clk?jk=ac378c7ab43006cb&fccid=520758f2b98a9948,software engineer
Ingersoll Rand,<200 https://ircareers.taleo.net/careersection/2/jobdetail.ftl?job=1608558&src=indeed>,"tyler, tx 75703",14 days ago,http://www.indeed.com/rc/clk?jk=14ad635b5247f389&fccid=2e3453ae2db0c66d,software engineer
ActivTrak,<200 https://activtrak.workable.com/jobs/71771>,"dallas, tx",1 day ago,http://www.indeed.com/rc/clk?jk=f6c9b6b3bf73676d&fccid=50da6fa92df657ed,"front-end web developer (bootstrap, angularjs, mvc)"
JPMorgan Chase,<200 https://jpmchase.taleo.net/careersection/2/jobdetail.ftl?lang=en&job=2770987&src=JB-13027>,"houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=8b25e5be1b72dbf7&fccid=c46d0116f6e69eae,electronic trading application developer lead
Aristocrat,<200 https://aristocrat.mua.hrdepartment.com/hr/ats/Posting/view/1163/0>,"austin, tx 78731",23 days ago,http://www.indeed.com/rc/clk?jk=e614580dd40ec284&fccid=23882099b3a9eb21,senior c++ developer
Verizon,<200 http://jobs.verizon.com/jobs/5904408-c-developer?tm_job=437592-1A&tm_event=view&tm_company=781&bid=0&bid=326&aasi=2&CID=pst>,"irving, tx 75038",10 days ago,http://www.indeed.com/rc/clk?jk=c5e1c054eae4e5f5&fccid=f7029f63fe5c906e,c++ developer
"Brightleaf Group, Inc.","<200 http://www.indeed.com/cmp/Brightleaf-Group,-Inc./jobs/Field-Service-Engineer-6ba10a55c3f7d086>","dallas, tx",30+ days ago,"http://www.indeed.com/cmp/Brightleaf-Group,-Inc./jobs/Field-Service-Engineer-6ba10a55c3f7d086?r=1&fccid=d27fa2fcb5318ece",field service engineer - electronics - packaging
WSP | Parsons Brinckerhoff,<200 http://search0.smartsearchonline.com/pb/jobs/jobdetails.asp?job_number=30707&sourcename=Indeed>,"dallas, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=2e43dbe254b8fd82&fccid=a0ecbc8328064f26,plumbing and fire protection engineer
Natural Polymer International Corporation,<200 http://www.indeed.com/cmp/Natural-Polymer-International-Corporation/jobs/Maintenance-Technician-283dbc28d0c795ee>,"plano, tx 75074",7 days ago,http://www.indeed.com/cmp/Natural-Polymer-International-Corporation/jobs/Maintenance-Technician-283dbc28d0c795ee?r=1&fccid=7c25de48784d7670,maintenance technician
FlexSteel,<200 http://www.flexsteelpipe.com/jobs/test-engineer>,"baytown, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=a619d59863dadb5d&fccid=a07836896d0b1cb8,test engineer
Facebook,<200 https://www.facebook.com/careers/jobs/a0I1200000JZMeYEAX/>,"fort worth, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=91f661daff1500f2&fccid=1639254ea84748b5,chief building engineer
"Samsung Austin Semiconductor, LLC",<200 https://careers.us.samsung.com/careers/svc/app/viewSearchJob?reqstnNo=265140&siteId=AA02&compCd=C10&source=Indeed>,"austin, tx 78754",30+ days ago,http://www.indeed.com/rc/clk?jk=bd0cd2f741685b15&fccid=4c8f1cd901f84ca7,device engineer - semiconductor
Bombardier,<200 http://jobs.bombardier.com/job/Dallas-Electrical-Engineer-TX-75201/349258600/?feedId=158600&utm_source=Indeed&utm_campaign=Bombardier_Indeed>,"dallas, tx",8 days ago,http://www.indeed.com/rc/clk?jk=266714a5f083dcc2&fccid=b3f8eab3b50969f8,electrical engineer
L-3 Communications,<200 https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=083193&src=JB-10095>,"plano, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=60162353ea564588&fccid=d0b3f9cc8e1c8e97,principal thermal engineer
Honeywell,<200 https://honeywell.taleo.net/careersection/9/jobdetail.ftl?lang=en&job=2328709&src=JB-12349>,"orange, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=45cb99ed36a395a3&fccid=50208b5bf45ee3b8,lead maintenance/reliability engineer
L-3 Communications,<200 https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=082075&src=JB-10095>,"greenville, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=32bfe70af3574a45&fccid=d0b3f9cc8e1c8e97,engineering mgr - 6
Cameron,<200 https://xjobs.brassring.com/1033/ASP/TG/cim_jobdetail.asp?jobId=1389010&partnerid=389&siteid=175&codes=IND>,"houston, tx",29 days ago,http://www.indeed.com/rc/clk?jk=7f690a517c6db842&fccid=7149a1f99b8dfb91,design engineering internship - georgia tech
Johnson Controls,<200 https://firesecurity.taleo.net/careersection/external/jobdetail.ftl?lang=en&job=640249&src=JB-10360&src=JB-15980>,"san antonio, tx",8 days ago,http://www.indeed.com/rc/clk?jk=2ec5c74b909d8011&fccid=dacddaa4d49537d8,project manager
"Willbros Group, Inc.",<200 https://willbros-usa.icims.com/jobs/4285/distribution-engineer/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com>,"fort worth, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=74d3922ec5b367cf&fccid=85d94f2587668955,distribution engineer
Lockheed Martin,<200 http://search.lockheedmartinjobs.com/ShowJob/Id/55377/Quality%20Control%20Analyst>,"fort worth, tx 76116",30+ days ago,http://www.indeed.com/rc/clk?jk=19de0aaac5b3feab&fccid=aeb15e43a6800b9d,quality control analyst
Lewis Energy Group,<200 https://uscareers-lewisenergy.icims.com/jobs/6400/artificial-lift-technician-i/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com>,"encinal, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=626d680631d685d0&fccid=0724ac18aead9118,artificial lift technician i
Olin Chlor Alkali,<200 http://chj.tbe.taleo.net/chj05/ats/careers/requisition.jsp?org=OLIN&cws=1&rid=4953&mode=job&iis=Indeed&iisn=Indeed.com>,"freeport, tx",4 days ago,http://www.indeed.com/rc/clk?jk=011863badc522e4c&fccid=06f0363539474d07,"summer intern- freeport/ oyster creek, tx"
IBA,<200 http://www.iba-careers.com/?page=job&job_id=10454&lang=en&r=?page%3Dcareer%26lang%3Den&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"dallas, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=9cfc1f285c924932&fccid=1d110ebdf79dec02,field service engineer cyclo c230 us
ThyssenKrupp Elevator Americas,<200 http://www.indeed.com/cmp/thyssenkrupp-Elevator-Americas/jobs/Technical-Instructor-e0d64e7bb9bdad5e>,"coppell, tx",2 hours ago,http://www.indeed.com/cmp/thyssenkrupp-Elevator-Americas/jobs/Technical-Instructor-e0d64e7bb9bdad5e?r=1&fccid=0431e08785096104,technical instructor - electronics
Halliburton,<200 https://jobs.halliburton.com/job/Odessa-United-States-Odessa-Field-Professional-Engineer-Cased-Hole-TX-79763/354830500/?feedId=162400&utm_source=Indeed&utm_campaign=Halliburton_Indeed>,"odessa, tx 79763",30+ days ago,http://www.indeed.com/rc/clk?jk=e640215de65523d2&fccid=0e4554ac6dcff427,field professional engineer - cased hole
Evraz NA,<200 http://www.sologig.com/jobs/-/J5L5KL6KTVKQSWP1C1Q?Job_DID=J5L5KL6KTVKQSWP1C1Q&siteid=0020S0111&ipath=JRKCV0A>,"dallas, tx",4 days ago,http://www.indeed.com/rc/clk?jk=d46e01832368a34c&fccid=bbea99e4024bc4d6,process automation engineer - industrial manufacturing
Henderson ,<200 http://www.hei-eng.com/Careers/CurrentOpenings?cjobid=SB582460928&rpid=11056>,"houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=5871adaf477c51fe&fccid=f29e8b58ebd24726,senior mechanical or electrical engineer - pe
Flowserve,<200 http://flowserve.jobs/houston-tx/applications-engineer/809006A42FBD4F2DB6CC741BE0371B37/job/?utm_campaign=Indeed&vs=1554&utm_medium=Job%20Aggregator&utm_source=Indeed-DE>,"houston, tx 77007 ",30+ days ago,http://www.indeed.com/rc/clk?jk=0d67a541e65a5a35&fccid=382ab41b9b15f833,applications engineer
